Track x,Track y,Harmonic distance,BPM increase,
Flume - Holdin' On.mp3,Flume - Wall Fuck.mp3,0.128322441,0.103616919,
Cardi B - I Like It (Dillon Francis Remix).mp3,Kodak Black - Patty Cake.mp3,0.12838778,0.012859359,
Hannah Wants  - Rhymes.mp3,Jamie xx - Hold Tight.mp3,0.128409938,0.003824427,
James Blake  - Limit To Your Love (Club remix).mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.128526116,0.007770413,
Disclosure - Holding On.mp3,Daft Punk - Aerodynamic.mp3,0.128682462,0.008966494,
Ginuwine - Pony.mp3,Flume - Insane (Bishu Remix).mp3,0.128687146,0.010777668,
Kaskade - Tight.mp3,ODESZA - Loyal.mp3,0.128747354,0.12858122,
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,FISHER - Losing It.mp3,0.128749899,0.015873016,
Tchami - Born Again.mp3,Porter Robinson - Easy.m4a,0.12875458,0.015777778,
Four Tet - Baby.mp3,FISHER - Losing It.mp3,0.128779053,0.016528,
Shiba San - Show Me Show Me.mp3,Tchami - Missing You.mp3,0.12877945,0.032529778,
Rufus Du Sol - Underwater (Adam Port Remix).mp3,Seven Lions - Strangers.mp3,0.128788825,0.10126593,
Hugo Massien - No Return.mp3,Childish Gambino - This Is America (remix).mp3,0.128794915,0.007835429,
Juelz - Defqon Bounce.mp3,SZA - The Weekend (Funk Wav Remix).mp3,0.128803415,0.06174087,
BANKS - Fall Over (Djemba Djemba Remix).mp3,Zhu - Exhale.mp3,0.128819536,0.0255005,
Beyonce - Formation.mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.128824058,0.025072561,
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,Porter Robinson - Easy.m4a,0.128825913,0.06660222,
Rufus Du Sol - Innerbloom.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.128836672,0.032758267,
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,Disclosure - Latch.mp3,0.12884996,0.016583886,
Jamie xx - SeeSaw (Club Version).mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.128967439,0.0081369,
Zhu - My Life (Kyle Watson Remix).mp3,Coeus - Rebirth.wav,0.128989541,0.000234722,
ODESZA - Say My Name (feat. Zyra).mp3,Beyonce - Formation.mp3,0.129009774,0.060131423,
Flume - Never Be Like You (Disclosure Remix).mp3,FISHER - Losing It.mp3,0.129020778,0.041805574,
Disclosure - Latch.mp3,Four Tet - Planet.mp3,0.129074747,0.040963717,
Diplo - Love To The World.mp3,Drake - Get It Together.mp3,0.129083596,3.25E-05,
Love Regenerator - CP-1.mp3,Bonobo - Linked.mp3,0.129112876,0.048786883,
Denzel Curry - SPEEDBOAT.mp3,Disclosure - Omen (Jonas Rathsman Remix).mp3,0.129137036,0.033194191,
Ginuwine - Pony.mp3,Dusky - Perth Remix.mp3,0.129208736,0.136228359,
BANKS - Fall Over (Djemba Djemba Remix).mp3,Kodak Black - Patty Cake.mp3,0.129213652,0.059484735,
RL Grime - Tell Me.mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.129326745,0.093917689,
AC Slater - Fly Kicks (Wax Motif Remix).mp3,Drake - Get It Together.mp3,0.12940048,0.01636439,
Kid Cudi - Pursuit of Happiness.mp3,Yaeji - raingurl.mp3,0.12940296,0.110490384,
James Blake  - Limit To Your Love (Club remix).mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.129556027,0.015840508,
Bad Bunny - Estamos Bien.mp3,Porter Robinson - Easy.m4a,0.129600281,0.067607584,
Beyoncé - Drunk in Love.mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.129633566,0.120024955,
ALICE DEEJAY - Better Off Alone.mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.129634327,0.113022984,
Galantis - Runaway (U&I).mp3,Tchami - Born Again.mp3,0.129658383,6.35E-05,
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,Flume - Never Be Like You (Disclosure Remix).mp3,0.129661276,0.025527362,
FISHER - Losing It.mp3,Rufus Du Sol - Innerbloom.mp3,0.129688016,0.024464205,
Ariana Grande - 7 rings.mp3,Sacha Robotti - Low Key Goddess.mp3,0.129701325,0.129273642,
RL Grime - Scylla.mp3,Seven Lions - Strangers.mp3,0.129706466,0.077042634,
Coeus - Rebirth.wav,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,0.12974239,0.05,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,RL Grime - Tell Me.mp3,0.129748449,0.138192254,
Yaeji - raingurl.mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.129817431,0.024292275,
Diplo - Love To The World.mp3,Tchami - Prophecy.mp3,0.129875557,0.016201276,
Justin Bieber - Yummy (Dance remix).wav,Chrome Sparks - Wake.mp3,0.129889518,0.02541626,
Galantis - Runaway (U&I).mp3,RL Grime - Tell Me.mp3,0.129948003,0.111445305,
ALICE DEEJAY - Better Off Alone.mp3,Galantis - Runaway (U&I).mp3,0.129993476,0.0868675,
Gesaffelstein - Hate Or Glory.mp3,Dog Blood - BREAK LAW.mp3,0.130000494,0.048617787,
The Weeknd - Snowchild.mp3,Flume - The Difference.mp3,0.130020331,0.080533377,
FISHER - You Little Beauty.mp3,Diplo - Love To The World.mp3,0.130046873,0.007901475,
Ariana Grande - 7 rings.mp3,Hannah Wants  - Rhymes.mp3,0.130050518,0.111589107,
Justice - Genesis.mp3,Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,0.13006538,0.051188544,
Sirius (Innellea Remix).mp3,Dillon Francis - EDM O'CLOCK.mp3,0.130074943,0,
Disclosure - Holding On.mp3,Galantis - Runaway (U&I).mp3,0.130104626,0.016160769,
Porter Robinson - Easy.m4a,Skrillex - Midnight Hour.mp3,0.130107653,0.015955167,
Rufus Du Sol - Innerbloom.mp3,Disclosure - When A Fire Starts To Burn.mp3,0.130109952,0.015842314,
Dillon Francis - EDM O'CLOCK.mp3,Four Tet - Planet.mp3,0.130111483,0.031988825,
ODESZA - Bloom (Lane 8 Remix).mp3,Beyoncé - Drunk in Love.mp3,0.130136103,0.120275849,
Justice - Genesis.mp3,Rufus Du Sol - Innerbloom.mp3,0.130191162,0.042373243,
Yaeji - raingurl.mp3,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,0.130262953,0.009258509,
Tchami - Prophecy.mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.130307982,0.000240042,
Mr. Carmack - Pay For What.mp3,Justin Timberlake - Cry Me a River.mp3,0.130324014,0.001712143,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Schoolboy Q - 5200.mp3,0.130329711,0.040172698,
Drake - Get It Together.mp3,Jamie xx - SeeSaw (Club Version).mp3,0.130343515,0.016266838,
Coeus - Rebirth.wav,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.130415283,0.088063057,
T-Pain - I'm Sprung.mp3,Kanye West - On Sight.mp3,0.130485719,0.025372284,
What So Not - Goh (AC Slater Remix).mp3,Dusky - Perth Remix.mp3,0.130509244,0.033626826,
Bad Bunny - Estamos Bien.mp3,Shiba San - Okay.mp3,0.130548814,0.026142155,
AC Slater - Fly Kicks (Wax Motif Remix).mp3,Skrillex - Midnight Hour.mp3,0.130566435,0.007630535,
Sacha Robotti - Low Key Goddess.mp3,Hot Since 82 - Veins.mp3,0.130647055,0.000137098,
Bad Bunny - Estamos Bien.mp3,Malaa - Notorious.mp3,0.130663535,0.026233911,
Chris Lake - Y.O.D.O.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.130694917,0.016037348,
Meek Mill - Going Bad.mp3,Bad Bunny - Caro.mp3,0.130702596,0.074990469,
Major Lazer - Lean On.mp3,Linkin Park - In The End.mp3,0.130728873,0.072811126,
Shiba San - Okay.mp3,Yaeji - raingurl.mp3,0.130781826,0.040620402,
Kanye West - On Sight.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.130815635,0.122112984,
Schoolboy Q - 5200.mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.130830562,0.024100242,
ODESZA - Loyal.mp3,Zhu - Faded.mp3,0.13083554,0.119876139,
Hugo Massien - No Return.mp3,Jamie xx - Hold Tight.mp3,0.130952877,0.020009651,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,0.13096566,0.007770413,
Chrome Sparks - Wake.mp3,Zhu - Faded.mp3,0.131022573,0.041517705,
Rufus Du Sol - Underwater (Adam Port Remix).mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.131037409,0.042628754,
Disclosure - Holding On.mp3,Ekali - Unfaith.mp3,0.131048307,0.064885004,
Getter - Something New.mp3,Beyoncé - Crazy In Love.mp3,0.131103324,0.101625249,
Disclosure - Latch.mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.131147968,0.008696695,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Disclosure - Stimulation.mp3,0.131175829,0.044729702,
Ariana Grande - 7 rings.mp3,Oliver Huntemann - Rotlicht.mp3,0.131196852,0.129410247,
Caribou - Can't Do Without You (Tale Of Us Remix).mp3,Mr. Carmack - Pay For What.mp3,0.131214742,0.145680302,
Four Tet - Baby.mp3,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.131249873,0.02908281,
Coeus - Rebirth.wav,Bad Bunny - Estamos Bien.mp3,0.131353201,0.026391357,
Kid Cudi - Pursuit of Happiness.mp3,Chris Lake - Y.O.D.O.mp3,0.131358155,0.075869428,
Beyoncé - Single Ladies (Put a Ring on It).mp3,Major Lazer - Lean On.mp3,0.131381781,0.013322167,
Flume - HyperParadise.mp3,The Killers - Mr. Brightside.mp3,0.131399043,0.017552786,
Jack U - Mind (Malaa remix).mp3,Diplo - Love To The World.mp3,0.13141575,0.000259115,
Love Regenerator - CP-1.mp3,Diplo - Love To The World.mp3,0.131440372,0.040482868,
Disclosure - Holding On.mp3,Kid Cudi - Pursuit of Happiness.mp3,0.131455162,0.075704607,
Justin Martin - Don't Go (Dusky Remix).mp3,Dusky - Perth Remix.mp3,0.131581,0.015633125,
Bicep - Just.mp3,Dusky - Perth Remix.mp3,0.131599282,0.041615973,
Ginuwine - Pony.mp3,Porter Robinson - Easy.m4a,0.131610721,0.109666531,
ODESZA - Bloom (Lane 8 Remix).mp3,Disclosure - Latch.mp3,0.131653261,0.024674963,
Love Regenerator - CP-1.mp3,Daft Punk - Aerodynamic.mp3,0.131691272,0.041439521,
Zhu - Faded.mp3,Disclosure - Stimulation.mp3,0.13169261,0.032157402,
Coeus - Rebirth.wav,Dog Blood - TURN OFF THE LIGHTS.mp3,0.131698245,0.040473397,
Rufus Du Sol - Underwater (Adam Port Remix).mp3,Childish Gambino - This Is America (remix).mp3,0.131758169,0.050798197,
Virtual Self - Ghost Voices (Lane 8 Remix).mp3,Skrillex - Midnight Hour.mp3,0.131766111,0.024211382,
ODESZA - Say My Name (feat. Zyra).mp3,Childish Gambino - This Is America (remix).mp3,0.131796733,0.077906613,
M83 - Midnight City (Eric Prydz Remix).mp3,Dillon Francis - Masta Blasta (THE REBIRTH).mp3,0.131830709,0.141607483,
Denzel Curry - SPEEDBOAT.mp3,ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,0.131839269,0.00020834,
Porter Robinson - Easy.m4a,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.131859477,0.036549909,
The Weeknd - Snowchild.mp3,Seven Lions - Strangers.mp3,0.131953539,0.139042988,
Disclosure - Latch.mp3,Chrome Sparks - Wake.mp3,0.131965852,0.016575414,
Jamie xx - SeeSaw (Club Version).mp3,ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,0.132010978,0.041801393,
Four Tet - Only Human.mp3,Four Tet - Planet.mp3,0.132100474,0.000126001,
Beyonce - Formation.mp3,Ariana Grande - 7 rings.mp3,0.132141242,0.148254432,
Seven Lions - Strangers.mp3,Daft Punk - Aerodynamic.mp3,0.132162461,0.057484825,
Disclosure - Latch.mp3,Sirius (Innellea Remix).mp3,0.132209427,0.008696695,
RL Grime - Tell Me.mp3,RL Grime - Core.mp3,0.132211526,0.071009846,
Jack U - Mind (Malaa remix).mp3,The xx - Tides (Dixon Remix).mp3,0.13221691,0.008597477,
Meek Mill - Going Bad.mp3,Kanye West - Runaway.mp3,0.132244159,0.011429834,
Skrillex - Mumbai Power.mp3,Justin Timberlake - Cry Me a River.mp3,0.132302868,0.054348524,
Justin Martin - Don't Go (Dusky Remix).mp3,Claptone - Cream.mp3,0.132348072,0.025540177,
Dog Blood - TURN OFF THE LIGHTS.mp3,Dusky - Perth Remix.mp3,0.132348549,0.024248776,
ALICE DEEJAY - Better Off Alone.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.132349766,0.113284235,
Daft Punk - Aerodynamic.mp3,Dillon Francis - EDM O'CLOCK.mp3,0.132375166,0.001178785,
M83 - Midnight City (Eric Prydz Remix).mp3,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.132409711,0.028596882,
Kanye West - Father Stretch My Hands Pt. 1.mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.132450425,0.088063057,
Seven Lions - Strangers.mp3,Schoolboy Q - 5200.mp3,0.132509744,0.015446519,
Flume - You & Me.mp3,Zhu - Exhale.mp3,0.132535177,0.072472051,
Galantis - Runaway (U&I).mp3,Disclosure - Stimulation.mp3,0.132568164,0.023728652,
What So Not - Goh (AC Slater Remix).mp3,Sirius (Innellea Remix).mp3,0.132587684,0.05,
Jack U - Mind (Malaa remix).mp3,Tale of Us - Cafe del Mar.mp3,0.132704381,0.015840508,
Disclosure - Holding On.mp3,Justice - D.A.N.C.E.mp3,0.132815609,0.09723488,
Marvin Gaye - Sexual Healing (Kygo Remix).mp3,Kid Cudi - Pursuit of Happiness.mp3,0.132855119,0.141503362,
Denzel Curry - SPEEDBOAT.mp3,Rufus Du Sol - Innerbloom.mp3,0.132884878,0.016613759,
Shiba San - Show Me Show Me.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.132969731,0.000186999,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Against All Logic - You Are Going to Love Me and Scream.mp3,0.132974975,0.012172505,
Malaa - Notorious.mp3,ODESZA - Loyal.mp3,0.133001079,0.137635335,
Bonobo - Linked.mp3,Bonobo - Bambro Koyo Ganda.mp3,0.133051449,0.05646739,
Caribou - Can't Do Without You (Tale Of Us Remix).mp3,ODESZA - Loyal.mp3,0.133055751,0.083296024,
Childish Gambino - This Is America (remix).mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.133135669,0.033562808,
Dillon Francis - EDM O'CLOCK.mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.133147024,0.088063057,
Hannah Wants  - Rhymes.mp3,Zhu - Exhale.mp3,0.133159145,0.111089063,
Bad Bunny - Estamos Bien.mp3,The xx - Tides (Dixon Remix).mp3,0.13316451,0.017642201,
RL Grime - Scylla.mp3,Travis Scott - SICKO MODE.mp3,0.133184782,0.107358194,
Flume - Insane (Bishu Remix).mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.133194044,0.148217042,
Hugo Massien - No Return.mp3,Sirius (Innellea Remix).mp3,0.133208904,0,
What So Not - Goh (AC Slater Remix).mp3,Virtual Self - Ghost Voices (Lane 8 Remix).mp3,0.133231127,0.050400153,
Kid Cudi - Pursuit of Happiness.mp3,Dillon Francis - EDM O'CLOCK.mp3,0.133301349,0.06740178,
Sacha Robotti - Low Key Goddess.mp3,Denzel Curry - SPEEDBOAT.mp3,0.133315027,0.033285842,
Rufus Du Sol - Brighter.mp3,Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,0.133315163,0.043353698,
Shiba San - Show Me Show Me.mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.133323523,0.040912232,
Justin Martin - Don't Go (Dusky Remix).mp3,Dillon Francis - EDM O'CLOCK.mp3,0.133337678,0.00020419,
Chrome Sparks - Wake.mp3,Beyonce - Formation.mp3,0.133366449,0.016408744,
Zhu - Faded.mp3,Dillon Francis - EDM O'CLOCK.mp3,0.133439079,0.015702349,
Beyoncé - Drunk in Love.mp3,Mr. Carmack - Pay For What.mp3,0.133452599,0.057066343,
Claptone - Cream.mp3,Hugo Massien - No Return.mp3,0.133519007,0.025330814,
Four Tet - Planet.mp3,ODESZA - Loyal.mp3,0.133545118,0.102202657,
Bonobo - Linked.mp3,ODESZA - Loyal.mp3,0.133564605,0.146835899,
Disclosure - Holding On.mp3,Schoolboy Q - 5200.mp3,0.133594472,0.032144124,
George Fitzgerald - Burns.mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.133628561,0.033412788,
Linkin Park - In The End.mp3,Chrome Sparks - Wake.mp3,0.133772552,0.141274265,
Jamie xx - SeeSaw (Club Version).mp3,Tchami - Born Again.mp3,0.133897137,0.007903241,
Dillon Francis - EDM O'CLOCK.mp3,Hugo Massien - No Return.mp3,0.133937535,0,
Sacha Robotti - Low Key Goddess.mp3,Disclosure - Holding On.mp3,0.133944557,9.68E-05,
Dusky - Perth Remix.mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.133996912,0.015840508,
Bicep - Just.mp3,Schoolboy Q - 5200.mp3,0.133999614,0.066565557,
Zhu - Exhale.mp3,FISHER - You Little Beauty.mp3,0.134011469,0.129029656,
Jamie xx - Hold Tight.mp3,Skrillex - Midnight Hour.mp3,0.134103215,0.003736784,
Mr. Carmack - Pay For What.mp3,Kendrick Lamar - HUMBLE (Skrillex Remix).mp3,0.134136108,0.013565643,
Disclosure - Latch.mp3,ODESZA - Loyal.mp3,0.134140047,0.147352975,
Drake - Get It Together.mp3,Bad Bunny - Estamos Bien.mp3,0.134144197,0.026092106,
Drake - Passionfruit.mp3,Tchami - Born Again.mp3,0.134160645,0.125200929,
Dog Blood - TURN OFF THE LIGHTS.mp3,Disclosure - Omen (Jonas Rathsman Remix).mp3,0.134164977,0.032434176,
Seven Lions - Strangers.mp3,Zhu - Exhale.mp3,0.134178588,0.077081105,
Cardi B - I Like It (Dillon Francis Remix).mp3,The Killers - Mr. Brightside.mp3,0.134269392,0.014614865,
Shiba San - Show Me Show Me.mp3,Dillon Francis - EDM O'CLOCK.mp3,0.134327028,0.000421765,
ODESZA - Loyal.mp3,George Fitzgerald - Burns.mp3,0.13447539,0.128781463,
FISHER - You Little Beauty.mp3,Malaa - Notorious.mp3,0.134487452,0.007794974,
Disclosure - Holding On.mp3,Coeus - Rebirth.wav,0.134505024,0.00777854,
Jamie xx - SeeSaw (Club Version).mp3,Hannah Wants  - Rhymes.mp3,0.13451733,0.00781525,
Daft Punk - One More Time (Capital People Remix).mp3,Love Regenerator - CP-1.mp3,0.134519102,0.040213333,
Disclosure - Omen (Jonas Rathsman Remix).mp3,Disclosure - When A Fire Starts To Burn.mp3,0.13457743,0.00045987,
Zhu - Exhale.mp3,Sacha Robotti - Low Key Goddess.mp3,0.134595163,0.128765643,
A$AP Ferg - Work (DJZA Tech House Remix).wav,RL Grime - Scylla.mp3,0.134711101,0.137615238,
A$AP Ferg - Work (DJZA Tech House Remix).wav,The xx - Lips (Edu Imbernon Remix).mp3,0.134735823,0.060831228,
M83 - Midnight City (Eric Prydz Remix).mp3,Shiba San - Okay.mp3,0.134736716,0.032426413,
Marvin Gaye - Sexual Healing (Kygo Remix).mp3,Justice - D.A.N.C.E.mp3,0.134743272,0.119104439,
Kaskade - Tight.mp3,Shiba San - Okay.mp3,0.134766241,0.0081127,
Four Tet - Planet.mp3,Schoolboy Q - 5200.mp3,0.134771788,0.007930195,
Gesaffelstein - Hate Or Glory.mp3,J Balvin - Mi Gente.mp3,0.134823603,0.019148048,
Kanye West - Runaway.mp3,Beyoncé - Crazy In Love.mp3,0.134825431,0.140011036,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Disclosure - Latch.mp3,0.134869256,0.016534684,
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.134882154,0.025424806,
ALICE DEEJAY - Better Off Alone.mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.134991512,0.113022984,
Hugo Massien - No Return.mp3,Sacha Robotti - Low Key Goddess.mp3,0.134999726,0.007876063,
ODESZA - Loyal.mp3,Disclosure - Stimulation.mp3,0.135030911,0.084985814,
Shiba San - Okay.mp3,Schoolboy Q - 5200.mp3,0.135139273,0.040425307,
Diplo - Love To The World.mp3,Disclosure - Holding On.mp3,0.135147334,0.00803967,
Chris Lake - Y.O.D.O.mp3,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,0.135184629,0.041735959,
Bonobo - Linked.mp3,Jamie xx - Hold Tight.mp3,0.135241117,0.02841668,
Kid Cudi - Pursuit of Happiness.mp3,Porter Robinson - Easy.m4a,0.135257218,0.11026484,
Kaskade - Tight.mp3,RL Grime - Tell Me.mp3,0.135264448,0.129306939,
Skrillex - Mumbai Power.mp3,Love Regenerator - CP-1.mp3,0.13533467,0.09497246,
M83 - Midnight City (Eric Prydz Remix).mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.135339909,0.015852956,
Ekali - Unfaith.mp3,Childish Gambino - This Is America (remix).mp3,0.135348893,0.064824895,
Schoolboy Q - 5200.mp3,Claptone - Cream.mp3,0.135361243,0.06652112,
Drake - Nice For What.mp3,Getter - Something New.mp3,0.135382112,0.037515136,
Love Regenerator - CP-1.mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.135434334,0.040213333,
Zhu - Faded.mp3,Tchami - Prophecy.mp3,0.135441472,0.000232039,
Ekali - Unfaith.mp3,Disclosure - Latch.mp3,0.135442415,0.082501271,
Gesaffelstein - Hate Or Glory.mp3,Dr Dre - The Next Episode.mp3,0.135449997,0.080717771,
Bicep - Just.mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.135490593,0.041849303,
Kanye West - Runaway.mp3,Gesaffelstein - Hellifornia.mp3,0.135493695,0.080495712,
Oliver Huntemann - Rotlicht.mp3,Disclosure - Omen (Jonas Rathsman Remix).mp3,0.135496284,3.23E-05,
Tchami - Prophecy.mp3,Rihanna - Kiss It Better (Four Tet Remix).mp3,0.135604931,0.04168993,
Chrome Sparks - Wake.mp3,Dillon Francis - EDM O'CLOCK.mp3,0.135612816,0.02541626,
Galantis - Runaway (U&I).mp3,Four Tet - Baby.mp3,0.135615389,0.008396292,
George Fitzgerald - Burns.mp3,Disclosure - When A Fire Starts To Burn.mp3,0.13567432,0.000363055,
Hot Since 82 - Veins.mp3,RL Grime - Scylla.mp3,0.135698086,0.128880072,
Rufus Du Sol - Brighter.mp3,Dog Blood - BREAK LAW.mp3,0.135720209,0.09204215,
Dillon Francis - EDM O'CLOCK.mp3,ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,0.135791598,0.025424806,
Beyoncé - Drunk in Love.mp3,Rufus Du Sol - Innerbloom.mp3,0.135856288,0.147645781,
Chris Lake - I Want You.mp3,Dusky - Perth Remix.mp3,0.135866689,9.60E-05,
Four Tet - Baby.mp3,Ariana Grande - 7 rings.mp3,0.135895571,0.102167378,
James Blake  - Limit To Your Love (Club remix).mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.135923885,0.088063057,
Rufus Du Sol - Innerbloom.mp3,Love Regenerator - CP-1.mp3,0.135941915,0.049010368,
Sacha Robotti - Low Key Goddess.mp3,FISHER - Losing It.mp3,0.135947639,0.00793446,
Kid Cudi - Pursuit of Happiness.mp3,M83 - Midnight City (Eric Prydz Remix).mp3,0.135970621,0.101746229,
Galantis - Runaway (U&I).mp3,Daft Punk - Aerodynamic.mp3,0.136084157,0.025272168,
Kanye West - Father Stretch My Hands Pt. 1.mp3,Dusky - Perth Remix.mp3,0.136101376,0.105298529,
Love Regenerator - CP-1.mp3,BANKS - Fall Over (Djemba Djemba Remix).mp3,0.136106832,0.121564807,
Dillon Francis - EDM O'CLOCK.mp3,Love Regenerator - CP-1.mp3,0.136144785,0.040213333,
Flume - Insane (Bishu Remix).mp3,Dusky - Perth Remix.mp3,0.136193073,0.148474251,
ODESZA - Say My Name (feat. Zyra).mp3,Disclosure - Latch.mp3,0.136215664,0.060305264,
Travis Scott - goosebumps.m4a,Sirius (Innellea Remix).mp3,0.136226961,0.056906159,
Major Lazer - Lean On.mp3,Marvin Gaye - Sexual Healing (Kygo Remix).mp3,0.136245982,0.030405991,
Drake - Passionfruit.mp3,Kid Cudi - Pursuit of Happiness.mp3,0.136258793,0.029442758,
Dillon Francis - Need You.mp3,Marvin Gaye - Sexual Healing (Kygo Remix).mp3,0.136267205,0.108667452,
Backstreet Boys - Everybody (Backstreet's Back).mp3,Disclosure - Omen (Jonas Rathsman Remix).mp3,0.136277346,0.147971228,
Jack U - Mind (Malaa remix).mp3,Ariana Grande - 7 rings.mp3,0.136330386,0.138167873,
Polo & Pan - Zoom Zoom.mp3,Flume - Wall Fuck.mp3,0.136333845,0.057243007,
Flume - Holdin' On.mp3,Getter - Something New.mp3,0.136384272,0.000399924,
T-Pain - I'm Sprung.mp3,Beyoncé - Single Ladies (Put a Ring on It).mp3,0.136399382,0.033835306,
M83 - Midnight City (Eric Prydz Remix).mp3,Chris Lake - I Want You.mp3,0.136408364,0.015982977,
Porter Robinson - Easy.m4a,ODESZA - Loyal.mp3,0.136427364,0.093547833,
ODESZA - Bloom (Lane 8 Remix).mp3,Coeus - Rebirth.wav,0.136430794,0.015840508,
Four Tet - Baby.mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.136489321,0.01670694,
Denzel Curry - SPEEDBOAT.mp3,Four Tet - Planet.mp3,0.136499106,0.058006516,
Tchami - Prophecy.mp3,Sacha Robotti - Low Key Goddess.mp3,0.136505368,0.007998968,
FISHER - You Little Beauty.mp3,Sirius (Innellea Remix).mp3,0.136523791,0.007640381,
What So Not - Goh (AC Slater Remix).mp3,Bonobo - Linked.mp3,0.136613513,0.058654213,
Against All Logic - You Are Going to Love Me and Scream.mp3,Hannah Wants  - Rhymes.mp3,0.136634407,0.008089424,
Zhu - Exhale.mp3,Disclosure - Stimulation.mp3,0.136669366,0.085171863,
Disclosure - Holding On.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.136724181,0.077845769,
Flume - HyperParadise.mp3,ODESZA - Loyal.mp3,0.136724614,0.039196633,
Porter Robinson - Easy.m4a,Denzel Curry - SPEEDBOAT.mp3,0.13679102,0.06638005,
RL Grime - Tell Me.mp3,Love Regenerator - CP-1.mp3,0.136810078,0.094191179,
Disclosure - Holding On.mp3,Ginuwine - Pony.mp3,0.136826407,0.145317893,
Daft Punk - One More Time (Capital People Remix).mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.136848209,0,
AC Slater - Fly Kicks (Wax Motif Remix).mp3,Jack U - Mind (Malaa remix).mp3,0.136858963,0.016068063,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Jamie xx - Hold Tight.mp3,0.13686301,0.012144867,
Hot Since 82 - Veins.mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.13687794,3.23E-05,
Chris Lake - Y.O.D.O.mp3,Tchami - Born Again.mp3,0.136896909,0.015940592,
Bad Bunny - Estamos Bien.mp3,Chrome Sparks - Wake.mp3,0.13692076,0.000950927,
Flume - Holdin' On.mp3,Meek Mill - Going Bad.mp3,0.136986939,0.047091381,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Justice - Genesis.mp3,0.137032657,0.051188544,
Four Tet - Only Human.mp3,RL Grime - Tell Me.mp3,0.137049325,0.102772463,
Getter - Something New.mp3,Bad Bunny - Caro.mp3,0.13706775,0.125163274,
